question,position,jobTitle,company,year,Subject,Model Answer,Hint Suggestion,Approach Suggestion
How would you reverse a string that contains both numbers and alphabets?,QA/Testing,Senior QA Engineer,NVIDIA,2013,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you reverse a string that contains both numbers and alphabets?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the purpose of activation functions?,Algorithm Engineer,Deep Learning Algorithm Engineer,NVIDIA,2022,General CS,"The purpose of activation functions is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is the purpose of activation functions?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Write a code to find the missing number in an unsorted array of integers from 1 to n with time complexity O(n).,QA/Testing,Quality Assurance,NVIDIA,2024,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Write a code to find the missing number in an unsorted array of integers from 1 to n with time complexity O(n).'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Can you explain how you would determine whether a is greater than b, where both a and b are 2-bit numbers?",QA/Testing,Test Engineer,NVIDIA,2021,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Can you explain how you would determine whether a is greater than b, where both a and b are 2-bit numbers?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
What is the difference between an RTOS and conventional OSs?,QA/Testing,Test Development Engineer,NVIDIA,2018,Operating System,"Key Differences:
• Definition and purpose differ
• Usage scenarios are different
• Performance/behavior varies
Provide one example for each.",Identify the main concept in: 'What is the difference between an RTOS and conventional OSs?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the command for finding running interfaces on a Linux Machine?,QA/Testing,Test Development Engineer,NVIDIA,2018,General CS,"The command for finding running interfaces on a linux machine is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is the command for finding running interfaces on a Linux Machine?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are the different ACPI modes and can you explain them?,QA/Testing,Software QA Engineer,NVIDIA,2013,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are the different ACPI modes and can you explain them?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the space complexity of reversing a linked list?,QA/Testing,Software QA Engineer Intern,NVIDIA,2022,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'What is the space complexity of reversing a linked list?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your experience with web scraping using selenium?,QA/Testing,SWQA Test Developer,NVIDIA,2022,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain your experience with web scraping using selenium?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you determine the number of occurrences of each letter in a given string?,QA/Testing,QA Automation Engineer,NVIDIA,2021,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you determine the number of occurrences of each letter in a given string?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain cache replacement policies.,QA/Testing,Hardware (Test),NVIDIA,2014,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain cache replacement policies.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your experience with data structures and algorithms?,Software Engineer,Software Development Engineer (SDE) II,ABB; Accenture; Adobe; Agoda; Airbnb; Amadeus; Amazon; Amazon Web Services (AWS); American Express; Apple; Audible; BlackRock; Block; Bloomberg LP; Capgemini; Caterpillar Inc.; Cisco; Citadel; Citi; Citrix; Cloudera; Cognizant; Compass; Databricks; Dell Technologies; Docusign; Dr. Reddy's; Endowus; Equinix ; Esri; Expedia Group; Flipkart; Freshworks; GE Healthcare; GoDaddy; Goldman Sachs; Google; HCLTech; HERE Technologies; Halodoc; Hewlett Packard Enterprise; Hitachi Vantara; Hudson River Trading; IBM ; Indeed; Infor; Infosys; Intuit; JPMorgan Chase & Co.; Jio; Juniper Networks; KPMG; LinkedIn; Lowe's Companies; Lyft; Maersk; Meta; Microsoft; Morgan Stanley; NASA; NCR Corporation; NVIDIA; Nagarro; NetApp; Nielsen; Nutanix; OpenText; Optum; Oracle; PayPal; Paytm; Persistent Systems; Philips; Point72; Publicis Sapient; PwC ; Qualcomm; Rakuten; Rippling; Robinhood; Salesforce; ServiceNow; Spotify; Starbucks Coffee Singapore; TOAST; Tata Consultancy Services; Tech Mahindra; Tesla; Thoughtworks; TikTok ; Tokopedia; Uber; VMware; Valeo; Verizon; Visa; Walmart Global Tech; Western Digital; Wipro ; Yahoo; Zensar; Zoho,2022,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain your experience with data structures and algorithms?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"For a system call, how would you trace back to the file the process called?",Systems Engineer,Verification System Engineer,NVIDIA,2024,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'For a system call, how would you trace back to the file the process called?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
How can you toggle a specific bit in a 32-bit integer using bit-level logic?,Software Engineer,Multimedia Software Engineer,NVIDIA,2017,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How can you toggle a specific bit in a 32-bit integer using bit-level logic?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you extract data fragments of a specific format from a large messy text file?,QA/Testing,Senior Software QA Engineer,NVIDIA,2013,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you extract data fragments of a specific format from a large messy text file?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How can you determine if there are two elements in an array that sum up to a given value?,QA/Testing,Test Software Engineer,NVIDIA,2021,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How can you determine if there are two elements in an array that sum up to a given value?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you sort an array of student grades in ascending order efficiently?,QA/Testing,Firmware QA Engineer,NVIDIA,2021,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you sort an array of student grades in ascending order efficiently?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are the limitations of Kalman Filter in estimating the motion between two frames?,ML & Data,Senior Computer Vision Engineer,NVIDIA,2020,General CS,"Disadvantages:
• Implementation complexity
• Resource usage
• Requires maintenance",Identify the main concept in: 'What are the limitations of Kalman Filter in estimating the motion between two frames?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write a C function to copy a string?,Software Engineer,Multimedia Software Engineer,NVIDIA,2016,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you write a C function to copy a string?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is one thing to look out for when allocating memory?,Systems Engineer,Systems Engineer,NVIDIA,2015,General CS,"One thing to look out for when allocating memory is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is one thing to look out for when allocating memory?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write code to generate the Fibonacci series?,Software Engineer,Software Engineer,Birlasoft; NVIDIA; Tata Consultancy Services; Virtusa,2022,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you write code to generate the Fibonacci series?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you handle difficult situations or conflicts in a team?,Software Engineer,Software Engineer,Altimetrik; NVIDIA,2022,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you handle difficult situations or conflicts in a team?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the projects listed on your resume?,Software Engineer,Software Developer,Amadeus; Amazon; Bank of America; Bloomberg LP; Booz Allen Hamilton; Brillio; Cisco; Citi; Citrix; Cognizant; DXC Technology; Deloitte; Ernst & Young (EY); FPT ; Fractal; Goldman Sachs; IBM ; Intel; Jio; KPIT; Microsoft; Mphasis; NVIDIA; Oracle; Philips; PwC ; Qualcomm; Raytheon Technologies; SAP; Salesforce; Samsung; Schneider Electric; Societe Generale; Tata Consultancy Services; TikTok ; Wipro ; iCIMS,2022,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the projects listed on your resume?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the difference between Latency and Throughput?,Solutions Engineer,Solution Architect,NVIDIA; Two Sigma,2022,General CS,"Key Differences:
• Definition and purpose differ
• Usage scenarios are different
• Performance/behavior varies
Provide one example for each.",Identify the main concept in: 'What is the difference between Latency and Throughput?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain Batch Normalization?,Solutions Engineer,Solution Architect,NVIDIA,2022,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain Batch Normalization?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the flow of a CNN (Convolutional Neural Network)?,Solutions Engineer,Solution Architect,NVIDIA,2022,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'What is the flow of a CNN (Convolutional Neural Network)?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you provide a high-level overview of a trained model?,Solutions Engineer,Solution Architect,NVIDIA,2022,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you provide a high-level overview of a trained model?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is a virtual function?,Software Engineer,Software Engineer(Internship),AMD (ADVANCED MICRO DEVICES); Amadeus; Bloomberg LP; Cisco; Cognizant; Expedia Group; Garmin; Huawei; KLA; Marvell Technology; MathWorks; NVIDIA; Northrop Grumman; Palo Alto Networks; Samsung; Tata Consultancy Services; Virtusa; Visa,2017,General CS,"A virtual function is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is a virtual function?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the Fibonacci series?,Software Engineer,Software Engineer,Accenture; Amazon; Amdocs; Bloomberg LP; Caterpillar Inc.; Citadel; Cognizant; HARMAN; Infosys; NVIDIA; Qualcomm; Tata Consultancy Services; Wipro ,2018,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the Fibonacci series?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to reverse a string?,Systems Engineer,Systems Engineer Specialist,Amazon; American Express; Avanade; Bloomberg LP; Capgemini; Cerner Corporation; Citadel; Cognizant; EPAM Systems ; Ericsson; HCLTech; Hexaware Technologies; Huawei; IBM ; Infosys; Juniper Networks; LTIMindtree; Meta; Microsoft; Morgan Stanley; Mphasis; NVIDIA; NetApp; Northrop Grumman; OpenText; PayPal; Persistent Systems; Proofpoint; Qualcomm; Salesforce; Samsung; Tata Consultancy Services; Thomson Reuters; Tokopedia; ValueLabs; Visa; Wipro ; Workday; Zoho,2018,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to reverse a string?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the median of two sorted arrays?,Software Engineer,Software Engineer,Amazon; Goldman Sachs; Meta; Microsoft; NVIDIA; PayPal; Shopee; TikTok ,2018,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'What is the median of two sorted arrays?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you implement malloc/free using a slab allocator?,Software Engineer,Software Engineer(Internship),NVIDIA,2021,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you implement malloc/free using a slab allocator?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Could you describe a systems-related project on your resume and explain its workings in technical detail?,Software Engineer,Software Engineer(Internship),NVIDIA,2021,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Could you describe a systems-related project on your resume and explain its workings in technical detail?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are the advantages and disadvantages of using NVM?,Software Engineer,Software Engineer(Internship),NVIDIA,2021,General CS,"Advantages:
• Improves efficiency
• Reduces manual effort
• Reliable and scalable",Identify the main concept in: 'What are the advantages and disadvantages of using NVM?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you tell me about your internship experience?,Software Engineer,Associate Software Engineering,Accenture; Cognizant; IBM ; Microsoft; NVIDIA; Oracle; Societe Generale; Thomson Reuters; Wells Fargo,2018,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you tell me about your internship experience?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain how merge sort works.,Software Engineer,Associate Software Engineer,Apple; BlackRock; NVIDIA; Nagarro; Oracle; VMware,2018,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain how merge sort works.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain how to reverse a linked list.,Software Engineer,Software Engineer,Airtel; Amazon; Bloomberg LP; Cerner Corporation; Cisco; Expedia Group; Google; Informatica; KPIT; Microsoft; Morgan Stanley; NVIDIA; Oracle; Paytm; SAP; Salesforce; Samsung; Tencent,2022,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Explain how to reverse a linked list.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe the attention mechanism in the NLP context?,Solutions Engineer,Solutions Architect,NVIDIA,2019,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe the attention mechanism in the NLP context?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Can you code a function f that takes X_train, Y_train, and X_test as inputs and returns Y_test for a machine learning problem of your choice?",Solutions Engineer,Solutions Architect,NVIDIA,2019,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Can you code a function f that takes X_train, Y_train, and X_test as inputs and returns Y_test for a machine learning pr'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you explain your implementation of logistic regression and discuss evaluation metrics?,Solutions Engineer,Solutions Architect,NVIDIA,2019,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain your implementation of logistic regression and discuss evaluation metrics?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Given a string, can you remove all occurrences of b and change all occurrences of a to aa in-place?",Solutions Engineer,Solutions Architect,NVIDIA,2019,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Given a string, can you remove all occurrences of b and change all occurrences of a to aa in-place?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Do you have experience in Applied Machine Learning?,Software Engineer,Senior Software Engineer,NVIDIA,2019,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Do you have experience in Applied Machine Learning?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe a challenging assignment you have completed in detail?,Software Engineer,Senior Software Engineer,NVIDIA,2009,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe a challenging assignment you have completed in detail?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you reverse the order of words in a sentence?,Systems Engineer,Systems Engineer,Bloomberg LP; Dassault Systèmes; NVIDIA,2022,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you reverse the order of words in a sentence?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how pointers work?,Systems Engineer,Associate Systems Engineer,IBM ; NVIDIA; Tata Consultancy Services,2019,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how pointers work?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Do you have knowledge in C programming?,Systems Engineer,Systems Engineer,NVIDIA,2019,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Do you have knowledge in C programming?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you experienced dealing with segmentation faults in programming?,Systems Engineer,Systems Engineer,NVIDIA,2019,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Have you experienced dealing with segmentation faults in programming?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you handle memory management in programming?,Systems Engineer,Systems Engineer,NVIDIA,2019,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you handle memory management in programming?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are some basic concepts of Linux?,QA/Testing,Senior QA Engineer,NVIDIA,2019,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are some basic concepts of Linux?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe what a CPU bottleneck is?,QA/Testing,Software QA Engineer,NVIDIA,2019,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe what a CPU bottleneck is?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe your experience with integrating Workday with other modules? Please explain the steps.,Systems Analyst,Business Systems Analyst - Human Resource,NVIDIA,2017,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe your experience with integrating Workday with other modules? Please explain the steps.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe an HR related module that you have implemented end to end?,Systems Analyst,Business Systems Analyst - Human Resource,NVIDIA,2017,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe an HR related module that you have implemented end to end?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How does the inbound and outbound interface work in the ERP order to cash process? What steps are involved?,Systems Analyst,Business Systems Analyst - Human Resource,NVIDIA,2017,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How does the inbound and outbound interface work in the ERP order to cash process? What steps are involved?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss your experience with Linux device driver programming and specific interfaces?,Software Engineer,Senior Software Engineer,NVIDIA,2009,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you discuss your experience with Linux device driver programming and specific interfaces?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is your familiarity with operating systems?,DevOps Engineer,DevOps Engineer,ABB; Cisco; Cognizant; Genpact; IBM ; Informatica; Jio; NVIDIA; Oracle; PayPal; Tata Consultancy Services; Thoughtworks,2021,Operating System,"An Operating System is system software that manages hardware resources, memory, processes and files.
It acts as an interface between user and hardware and runs application programs.
Examples: Windows, Linux, Android.",Identify the main concept in: 'What is your familiarity with operating systems?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe a time when you had to solve a difficult problem at work?,Software Engineer,Software Engineer,NVIDIA; Persistent Systems; TikTok ,2021,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe a time when you had to solve a difficult problem at work?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are the advantages of microservices?,Software Engineer,Software Engineering Manager,Capgemini; Deutsche Bank; NVIDIA; Tesco; Ubisoft,2023,General CS,"Advantages:
• Improves efficiency
• Reduces manual effort
• Reliable and scalable",Identify the main concept in: 'What are the advantages of microservices?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the concepts of producer and consumer?,Software Engineer,Software Engineer,NVIDIA,2023,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the concepts of producer and consumer?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you handle bank account deposits in a software application?,Software Engineer,Software Engineer,NVIDIA,2023,Computer Networks,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you handle bank account deposits in a software application?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you elaborate on the projects listed on your resume?,Software Engineer,Software Engineer(Internship),Cisco; HCLTech; HSBC; NVIDIA; Nokia; ServiceNow; Tata Consultancy Services; Tech Mahindra,2020,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you elaborate on the projects listed on your resume?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What part of the product line interests you the most?,Product Manager,Product Manager Intern,NVIDIA,2020,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What part of the product line interests you the most?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you talk about your background in ML/AI?,Solutions Engineer,Solutions Architect,NVIDIA,2020,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you talk about your background in ML/AI?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are your goals related to ML/AI?,Solutions Engineer,Solutions Architect,NVIDIA,2020,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are your goals related to ML/AI?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your knowledge and experience with system architecture?,Software Engineer,Software Engineer,NVIDIA,2014,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain your knowledge and experience with system architecture?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you provide an example of how you handled a difficult situation in a previous job?,Software Engineer,Software Developer,Bloomberg LP; Capital One; Infosys; NVIDIA; Paycom; Shopee,2014,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you provide an example of how you handled a difficult situation in a previous job?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Write Fibonacci function recursively in C++.,QA/Testing,Hardware (Test),NVIDIA,2014,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Write Fibonacci function recursively in C++.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Write Fibonacci function non-recursively in C++.,QA/Testing,Hardware (Test),NVIDIA,2014,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Write Fibonacci function non-recursively in C++.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain virtual memory mechanism.,QA/Testing,Hardware (Test),NVIDIA,2014,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain virtual memory mechanism.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss your experience with C and data structures?,Software Engineer,Software Engineer,NVIDIA,2014,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you discuss your experience with C and data structures?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Write a swap function in C++.,QA/Testing,Hardware (Test),NVIDIA,2014,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Write a swap function in C++.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the difference between UDP and TCP?,Software Engineer,Tech Lead,ByteDance; Citrix; Confluent; DRW; Goldman Sachs; Leidos; NVIDIA; Optiver; SpaceX; Thales; Vodafone; Walmart Global Tech,2024,Computer Networks,"Key Differences:
• Definition and purpose differ
• Usage scenarios are different
• Performance/behavior varies
Provide one example for each.",Identify the main concept in: 'What is the difference between UDP and TCP?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you tell us about your project experience?,Software Engineer,Software Engineer,NVIDIA,2024,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you tell us about your project experience?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is your experience with Linux?,Software Engineer,Software Engineer,Akamai Technologies; Canonical; Capgemini; Cybage ; Feedzai; HCLTech; Kotak Mahindra Bank; NICE; NVIDIA; Nutanix; Oracle; Persistent Systems; Rakuten; SAP; Tech Mahindra; Visa,2024,General CS,"Your experience with linux is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is your experience with Linux?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you determine the best date to buy and sell given historical stock prices?,Software Engineer,Deep Learning Software Engineer,NVIDIA,2019,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you determine the best date to buy and sell given historical stock prices?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the concept of cache?,Software Engineer,Software Engineer,NVIDIA,2017,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the concept of cache?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is a context switch?,Software Engineer,Software Engineer,NVIDIA,2017,General CS,"A context switch is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is a context switch?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain closures in JavaScript?,Software Engineer,Software Engineer,Barclays; Capgemini; Globallogic; Globant; HCLTech; JPMorgan Chase & Co.; Lowe's Companies; NVIDIA; Splunk,2017,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you explain closures in JavaScript?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe a time when you had to design a system from scratch?,Software Engineer,Senior Software Engineer,NVIDIA,2017,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe a time when you had to design a system from scratch?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Provide an example of implementing an algorithm in a project.,Software Engineer,Senior Software Engineer,NVIDIA,2017,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Provide an example of implementing an algorithm in a project.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss your experience working with linked lists?,Software Engineer,Software Engineer,Citrix; Google; NVIDIA; Newgen Software; Zoho,2017,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you discuss your experience working with linked lists?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain how to validate a Binary Search Tree.,Software Engineer,Software Engineer,NVIDIA; Salesforce,2017,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Explain how to validate a Binary Search Tree.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are the differences between tuple and arrays in Python?,Full Stack Developer,Fullstack Developer Intern,NVIDIA,2023,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'What are the differences between tuple and arrays in Python?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the OWASP top 10 and its significance?,Cybersecurity Engineer,Staff Security Engineer,NVIDIA,2023,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the OWASP top 10 and its significance?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
